id_institution,ratio_active,has_drift,drift_in_test,max_rel_dev,drift_fraction,n_drift_events
234.0,1.0,False,False,0.5800327603769849,0.0,0
28.0,0.9986351679984118,False,False,0.6006010818841871,0.0,0
133.0,0.9996774033450792,False,False,0.7110315258159875,0.0,0
87.0,0.9995781428358728,True,False,2.1222983163502898,0.0348652538587523,2
36.0,0.9999503697453967,False,False,0.5556098022583155,0.0,0
163.0,0.9976177477790461,False,False,0.8779858188128831,0.0,0
69.0,1.0,True,True,0.6740690612124111,0.00089334458285771,1
95.0,1.0,False,False,0.7046637178353827,0.0,0
162.0,0.985433520273959,True,True,1.0249330007754058,0.008139361754925804,1
56.0,1.0,True,True,0.6635126035468333,0.001290386619683359,1
212.0,0.9999503697453967,False,False,0.5737465443924805,0.0,0
105.0,1.0,True,True,0.6829117512209641,0.011514219067943818,2
70.0,0.9851109236190382,True,True,0.8784763117263653,0.012035336741277483,1
106.0,1.0,False,False,0.4796556172179734,0.0,0
258.0,0.8545089086307013,False,False,0.0,0.0,0
154.0,0.9999503697453967,True,True,0.8873158905040519,0.024219564246364584,1
223.0,0.7157179016328353,False,False,0.0,0.0,0
46.0,0.9497741823415554,False,False,0.7239604220173722,0.0,0
254.0,0.9988336890168247,True,True,1.6022987053334794,0.015832051218422752,2
160.0,0.9999751848726984,True,True,1.5980737266869065,0.015633530200009925,2
203.0,0.5442950022333615,False,False,0.0,0.0,0
84.0,0.9934488063923768,False,False,0.6204864440399968,0.0,0
113.0,0.9998759243634919,False,False,0.49913976885017153,0.0,0
71.0,0.8789518090227803,False,False,0.0,0.0,0
273.0,0.7396893146061839,False,False,0.0,0.0,0
265.0,0.2532383741128592,False,False,0.0,0.0,0
271.0,0.9455307955729813,False,False,1.6957482145459928,0.0,0
140.0,0.5412923718298674,False,False,0.0,0.0,0
172.0,0.8700431783215048,False,False,0.0,0.0,0
99.0,0.9362251228348801,True,True,0.935211998875278,0.013003126706040003,1
270.0,0.8281304283090972,False,False,0.0,0.0,0
2.0,1.0,False,False,0.5159497871861606,0.0,0
161.0,0.9952106804307906,True,True,0.9762271282654458,0.012804605687627178,1
14.0,0.9991811007990471,False,False,0.7973152598525561,0.0,0
